exercise_id,lesson_id,unit,sequence,prompt,answer_guidance
P13.5-E08,P13.5,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.5-E09,P13.5,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P13.5-E10,P13.5,P13,10,Explain how this lesson's idea will be used later in the course.,The next lesson converts between polar and Cartesian coordinates and equations.
P13.6-E01,P13.6,P13,1,Convert r=4sin theta to Cartesian form.,"x^2+y^2=4y, or x^2+(y-2)^2=4."
P13.6-E02,P13.6,P13,2,Convert a circle through the pole.,Use the method developed in the lesson: An equation may have multiple equivalent polar forms because of coordinate nonuniqueness. Verify all conditions and state the final result in the requested representation.
P13.6-E03,P13.6,P13,3,Use atan2-style quadrant reasoning for a Cartesian point.,Use the method developed in the lesson: An equation may have multiple equivalent polar forms because of coordinate nonuniqueness. Verify all conditions and state the final result in the requested representation.
P13.6-E04,P13.6,P13,4,Convert r=6cos theta to Cartesian form.,Use the method developed in the lesson: An equation may have multiple equivalent polar forms because of coordinate nonuniqueness. Verify all conditions and state the final result in the requested representation.
P13.6-E05,P13.6,P13,5,State the defining idea behind cartesian and polar conversion in one precise sentence.,"Cartesian and polar coordinates are connected by x=r cos theta, y=r sin theta, r^2=x^2+y^2, and tan theta=y/x with quadrant care."
P13.6-E06,P13.6,P13,6,What condition or domain restriction must remain visible in the solution?,Using arctan(y/x) alone can choose the wrong quadrant or fail when x=0.
P13.6-E07,P13.6,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is converting r=constant into a line rather than a circle centered at the pole.
P13.6-E08,P13.6,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.6-E09,P13.6,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P13.6-E10,P13.6,P13,10,Explain how this lesson's idea will be used later in the course.,The next lesson develops a reliable method for tracing polar equations.
P13.7-E01,P13.7,P13,1,Where does r=3cos theta pass through the pole?,When cos theta=0: theta=pi/2 and 3pi/2.
P13.7-E02,P13.7,P13,2,Graph a polar circle.,"Use the method developed in the lesson: Choose an interval, build a table at meaningful angles, plot signed points, connect in increasing theta order, and check whether the curve repeats. Verify all conditions and state the final result in the requested representation."
P13.7-E03,P13.7,P13,3,Trace a rose curve point by point.,"Use the method developed in the lesson: Choose an interval, build a table at meaningful angles, plot signed points, connect in increasing theta order, and check whether the curve repeats. Verify all conditions and state the final result in the requested representation."
P13.7-E04,P13.7,P13,4,Explain how negative r changes plotted direction.,"Use the method developed in the lesson: Choose an interval, build a table at meaningful angles, plot signed points, connect in increasing theta order, and check whether the curve repeats. Verify all conditions and state the final result in the requested representation."
P13.7-E05,P13.7,P13,5,State the defining idea behind graphing polar equations in one precise sentence.,A polar graph r=f(theta) assigns a signed radius to each direction input.
P13.7-E06,P13.7,P13,6,What condition or domain restriction must remain visible in the solution?,"A polar graph may pass through the pole many times, and one geometric point can correspond to several theta-values."
P13.7-E07,P13.7,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is plotting negative r at angle theta instead of theta+pi.
P13.7-E08,P13.7,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.7-E09,P13.7,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
